no_letter,no_digit,no_special _char,no_keyword,length,entropy,no_semicolon,no_single_ qout,no_double_ qout,no_percentage,whit_ space,no_punctuation,no_logical _operat,no_operat,no_or,no_and,no_comment,no_null Value in the SQL Query,label
29,0,2,6,39,4.362325296,0,0,0,0,9,0,1,0,0,0,0,0,0
29,0,2,6,39,4.169766962,0,0,0,0,9,0,1,0,0,0,0,0,0
35,0,2,2,46,4.289760054,0,0,0,0,9,1,0,1,0,0,0,0,0
48,2,0,4,66,4.170839705,0,0,0,0,14,3,0,3,0,0,0,0,0
34,1,0,3,45,4.169413652,0,0,0,0,9,2,1,2,0,0,0,0,0
60,3,0,3,80,4.256321072,0,0,0,0,16,2,0,2,0,0,0,0,0
82,5,0,3,111,4.291052681,0,0,0,0,22,3,0,3,0,0,0,0,0
57,3,0,3,76,4.215843345,0,0,0,0,15,2,0,2,0,0,0,0,0
51,1,0,4,70,4.434496712,0,2,0,0,14,4,0,3,0,0,0,0,0
36,1,0,5,50,4.51326969,0,2,0,0,10,3,0,2,1,0,0,0,0
47,1,0,4,64,4.388148195,0,2,0,0,13,3,0,2,0,0,0,0,0
21,0,2,3,29,4.185230133,0,0,0,0,7,0,0,0,0,0,0,0,0
39,0,2,5,53,4.739910493,0,2,0,1,9,3,2,2,0,0,0,0,0
40,0,4,3,55,4.384839072,0,0,0,0,12,0,0,0,0,0,0,0,0
37,0,4,4,52,4.285756587,0,0,0,0,12,0,0,0,1,0,0,0,0
44,0,4,5,59,4.445208553,0,0,0,0,12,0,1,0,0,0,0,0,0
23,0,2,4,31,4.066784213,0,0,0,0,7,0,1,0,0,0,0,0,0
25,0,2,3,33,4.210764574,0,0,0,0,7,0,0,0,1,0,0,0,0
24,0,2,5,32,4.327819531,0,0,0,0,7,0,0,0,0,0,0,0,0
35,0,0,6,47,4.296728948,0,2,0,1,9,3,2,2,0,0,0,0,0
36,0,0,5,48,4.475355731,0,2,0,2,8,3,2,3,2,0,0,0,0
40,0,2,6,54,4.725079345,0,2,0,1,9,3,2,2,0,0,0,0,0
41,0,2,4,63,4.487943649,0,6,0,0,13,9,1,1,0,0,0,0,0
47,0,2,5,70,4.609231188,0,6,0,0,14,9,2,1,1,0,0,0,0
45,0,2,4,60,4.279411587,0,0,0,0,13,1,1,1,0,0,0,0,0
35,4,0,4,49,4.345713733,0,0,0,0,10,1,1,1,0,1,0,0,0
38,4,0,5,53,4.310270871,0,0,0,0,11,1,2,1,0,1,0,0,0
43,0,0,4,57,4.518228664,0,4,0,0,10,5,1,1,0,1,0,0,0
42,0,0,5,56,4.348594485,0,0,4,0,10,1,2,1,0,1,0,0,0
51,0,0,6,66,4.530904492,0,4,0,0,11,5,3,1,0,1,0,0,0
55,16,0,6,85,4.939863108,0,0,0,0,10,5,1,5,1,1,0,0,0
34,16,0,4,68,4.562601305,0,4,0,0,10,9,1,5,0,1,0,0,0
38,0,4,4,53,4.339929458,0,0,0,0,12,0,1,0,0,0,0,0,0
22,0,2,3,30,4.056564762,0,0,0,0,7,0,0,0,0,0,0,0,0
25,0,2,3,33,4.210764574,0,0,0,0,7,0,0,0,1,0,0,0,0
22,0,2,4,30,4.323231429,0,0,0,0,7,0,0,0,0,0,0,0,0
36,16,0,6,70,4.687344489,0,4,0,0,10,9,3,5,0,1,0,0,0
38,0,0,3,47,4.458636192,0,0,0,0,10,1,0,0,0,0,0,0,0
40,0,0,5,49,4.441040966,0,0,0,0,10,1,2,0,0,0,0,0,0
41,0,2,4,52,4.493614958,0,0,0,0,10,1,1,0,1,0,0,0,0
53,0,0,4,86,4.381767011,0,6,0,0,21,9,1,6,1,0,0,0,0
33,0,2,4,43,4.274874638,0,0,0,0,9,0,2,0,0,0,0,0,0
117,0,4,5,149,4.818972817,0,0,0,0,21,8,4,2,2,1,0,0,0
28,0,2,5,38,4.102933434,0,0,0,0,9,0,2,0,0,0,0,0,0
83,0,0,7,102,4.809972399,0,0,0,0,15,5,3,1,2,1,0,0,0
30,0,1,4,38,4.289865094,0,0,0,0,8,0,1,0,0,0,0,0,0
138,0,0,7,161,4.715685324,0,0,0,0,16,8,1,1,8,0,0,0,0
36,0,2,5,47,4.202485128,0,0,0,0,10,0,2,0,0,0,0,0,0
33,0,2,6,43,4.518833359,0,0,0,0,8,2,2,0,0,0,0,0,0
23,0,2,5,32,4.135891111,0,0,0,0,8,0,1,0,0,0,0,0,0
44,0,4,3,59,4.317924231,0,0,0,0,12,0,1,0,0,0,0,0,0
28,0,2,5,38,4.155565013,0,0,0,0,9,0,1,0,0,0,0,0,0
48,0,2,4,60,4.367912322,0,0,0,0,11,0,0,0,0,0,0,0,0
58,0,0,7,69,4.468333685,0,0,0,0,12,0,0,0,2,0,0,0,0
59,0,0,7,71,4.558286296,0,0,0,0,13,0,1,0,1,0,0,0,0
74,0,0,6,92,4.769604377,0,2,0,0,15,4,2,1,0,0,0,0,0
37,0,2,4,50,4.564372821,0,0,0,0,13,1,1,0,0,0,0,0,0
102,0,4,6,128,4.74531726,0,0,0,0,19,5,2,1,4,0,0,0,0
41,2,0,2,53,4.196627709,0,0,0,0,10,1,0,1,0,0,0,0,0
10,0,0,1,11,3.277613437,0,0,0,0,2,0,0,0,0,0,0,0,0
13,0,0,2,17,3.690116518,0,0,0,0,4,1,0,1,0,0,0,0,0
19,0,0,3,22,4.061482187,0,0,0,0,4,0,1,0,0,0,0,0,0
27,0,0,5,31,4.091135423,0,0,0,0,5,0,1,0,0,0,0,0,0
31,0,2,5,40,4.211768796,0,0,0,0,8,0,1,0,0,1,0,0,0
19,0,2,3,28,4.039148672,0,0,0,0,7,1,0,1,0,0,0,0,0
30,0,2,5,39,4.146777297,0,0,0,0,8,0,1,0,0,0,0,0,0
16,0,0,2,20,3.88418372,0,0,0,0,4,1,0,1,0,0,0,0,0
35,0,0,4,46,4.471249522,0,2,0,0,8,3,1,2,0,0,0,0,0
31,0,0,3,42,4.495853507,0,2,0,0,8,3,0,2,0,0,0,0,0
34,0,0,6,43,4.329491279,0,0,0,0,8,1,2,2,1,0,0,0,0
47,0,0,5,65,4.548088039,0,4,0,0,12,5,1,3,0,1,0,0,0
41,0,0,3,59,4.453517451,0,4,0,0,12,5,0,3,1,0,0,0,0
48,0,0,5,66,4.550711198,0,4,0,0,12,5,1,3,1,0,0,0,0
37,0,0,4,49,4.512669028,0,2,0,0,9,3,1,2,1,0,0,0,0
57,0,2,5,86,4.475511275,0,6,0,0,18,7,1,4,1,1,0,0,0
53,0,0,5,73,4.684616972,0,4,0,0,14,5,2,3,1,1,0,0,0
29,0,0,4,36,4.176190626,0,0,0,0,7,1,0,1,2,0,0,0,0
34,0,0,5,42,4.221811245,0,0,0,0,8,1,0,1,2,0,0,0,0
35,0,0,4,44,4.351002075,0,0,0,0,9,2,0,1,1,0,0,0,0
44,0,0,8,55,4.589561986,0,0,0,0,11,2,1,1,2,0,0,0,0
84,0,4,6,132,4.611019168,0,13,0,0,21,24,2,0,2,0,0,0,0
58,0,4,6,85,4.681159126,0,6,0,0,14,10,3,0,0,0,0,0,0
53,0,0,6,64,4.751353078,0,0,0,0,12,2,1,0,0,0,0,1,0
45,0,0,9,56,4.49870827,0,0,0,0,12,2,2,0,0,0,0,1,0
55,0,0,4,75,4.563567317,0,4,0,0,14,5,0,3,0,0,0,0,0
44,0,0,5,58,4.364374263,0,4,0,0,10,4,1,2,0,0,0,0,0
15,0,0,2,19,3.892407119,0,0,0,0,4,1,0,1,0,0,0,0,0
29,0,0,5,38,4.27110079,0,2,0,0,7,2,1,1,0,0,0,0,0
18,0,0,3,20,3.646439345,0,0,0,0,3,0,2,0,0,0,0,0,0
20,0,2,2,28,3.9677201,0,0,0,0,7,0,0,0,0,0,0,0,0
34,0,2,3,45,4.124969207,0,0,0,0,9,1,1,1,0,0,0,0,0
20,1,0,4,27,3.926571651,0,0,0,0,6,1,1,1,0,0,0,0,0
14,1,0,2,20,3.821928095,0,0,0,0,5,1,0,1,0,0,0,0,0
29,2,0,4,38,4.168465671,0,0,0,0,7,1,1,1,0,0,0,0,0
40,2,0,2,52,4.139699036,0,0,0,0,10,1,0,1,0,0,0,0,0
35,1,0,5,49,4.420233823,0,2,0,0,10,3,0,2,0,0,0,0,0
34,1,0,4,48,4.433208073,0,2,0,0,10,3,0,2,0,0,0,0,0
54,1,0,5,71,4.577229648,0,2,0,0,13,3,3,2,0,0,0,0,0
29,0,2,5,39,4.291687155,0,0,0,0,9,0,2,0,1,0,0,0,0
29,0,2,5,39,4.464889398,0,0,0,0,9,0,1,0,0,0,0,0,0
30,0,2,2,41,4.070847431,0,0,0,0,9,1,0,1,0,0,0,0,0
53,2,0,4,71,4.284824882,0,0,0,0,14,3,0,3,0,0,0,0,0
29,1,0,2,40,3.971928095,0,0,0,0,9,2,0,2,0,0,0,0,0
56,3,0,4,76,4.19873295,0,0,0,0,16,2,1,2,0,0,0,0,0
82,5,0,3,111,4.279835451,0,0,0,0,22,3,0,3,0,0,0,0,0
65,3,0,3,84,4.440553473,0,0,0,0,15,2,0,2,0,0,0,0,0
55,1,0,4,74,4.585874766,0,2,0,0,14,4,0,3,0,0,0,0,0
36,1,0,5,50,4.43326969,0,2,0,0,10,3,0,2,0,0,0,0,0
48,1,0,4,65,4.489310267,0,2,0,0,13,3,1,2,0,0,0,0,0
24,0,2,3,32,4.390319531,0,0,0,0,7,0,0,0,0,0,0,0,0
40,0,2,6,54,4.67406291,0,2,0,1,9,3,3,2,0,0,0,0,0
36,0,4,3,51,4.269219012,0,0,0,0,12,0,0,0,0,0,0,0,0
37,0,4,3,52,4.324218126,0,0,0,0,12,0,0,0,0,0,0,0,0
40,0,4,3,55,4.407477481,0,0,0,0,12,0,0,0,0,0,0,0,0
28,0,2,4,36,4.350209029,0,0,0,0,7,0,1,0,0,0,0,0,0
28,0,2,3,36,4.350209029,0,0,0,0,7,0,0,0,0,0,0,0,0
21,0,2,3,29,4.185230133,0,0,0,0,7,0,0,0,0,0,0,0,0
40,0,0,6,52,4.523145854,0,2,0,1,9,3,2,2,1,0,0,0,0
32,0,0,4,44,4.385315143,0,2,0,2,8,3,1,3,0,0,0,0,0
43,0,2,6,57,4.773863208,0,2,0,1,9,3,3,2,0,0,0,0,0
55,0,2,6,77,4.600105726,0,6,0,0,13,9,2,1,0,0,0,0,0
46,0,2,7,69,4.560785507,0,6,0,0,14,9,3,1,0,0,0,0,0
57,0,2,5,72,4.582372744,0,0,0,0,13,1,2,1,0,0,0,0,0
35,4,0,4,49,4.304897406,0,0,0,0,10,1,1,1,1,1,0,0,0
37,4,0,5,52,4.27004471,0,0,0,0,11,1,2,1,0,1,0,0,0
47,0,0,5,61,4.434012338,0,4,0,0,10,5,1,1,0,1,0,0,0
43,0,0,4,57,4.518228664,0,0,4,0,10,1,1,1,0,1,0,0,0
49,0,0,6,64,4.439213822,0,4,0,0,11,5,2,1,0,1,0,0,0
54,16,0,5,84,4.862323305,0,0,0,0,10,5,1,5,0,1,0,0,0
41,16,0,7,75,4.756212398,0,4,0,0,10,9,3,5,0,1,0,0,0
49,0,4,4,64,4.481669324,0,0,0,0,12,0,0,0,0,0,0,0,0
28,0,2,4,36,4.273684376,0,0,0,0,7,0,0,0,0,0,0,0,0
27,0,2,3,35,4.343289445,0,0,0,0,7,0,0,0,0,0,0,0,0
25,0,2,3,33,4.248495256,0,0,0,0,7,0,0,0,0,0,0,0,0
38,16,0,5,72,4.712484766,0,4,0,0,10,9,1,5,0,1,0,0,0
34,0,0,5,43,4.146740336,0,0,0,0,10,1,1,0,0,0,0,0,0
37,0,0,3,46,4.430851902,0,0,0,0,10,1,0,0,0,0,0,0,0
32,0,2,3,43,4.414409522,0,0,0,0,10,1,0,0,0,0,0,0,0
51,0,0,5,84,4.353752429,0,6,0,0,21,9,1,6,1,0,0,0,0
32,0,2,4,42,4.356370399,0,0,0,0,9,0,2,0,0,0,0,0,0
109,0,4,3,141,4.783337857,0,0,0,0,21,8,3,2,4,1,0,0,0
31,0,2,6,41,4.168408407,0,0,0,0,9,0,2,0,0,0,0,0,0
89,0,0,8,108,4.773681945,0,0,0,0,15,5,2,1,3,0,0,0,0
35,0,1,5,43,4.39355843,0,0,0,0,8,0,1,0,0,0,0,0,0
132,0,0,8,155,4.68458637,0,0,0,0,16,8,2,1,5,0,0,0,0
34,0,2,4,45,4.274208929,0,0,0,0,10,0,1,0,1,0,0,0,0
31,0,2,5,41,4.503416639,0,0,0,0,8,2,0,0,0,0,0,0,0
25,0,2,4,34,4.134334254,0,0,0,0,8,0,0,0,0,0,0,0,0
33,0,4,3,48,4.151449265,0,0,0,0,12,0,0,0,1,1,0,0,0
30,0,2,5,40,4.28418372,0,0,0,0,9,0,1,0,1,0,0,0,0
43,0,2,2,55,4.45010006,0,0,0,0,11,0,0,0,0,0,0,0,0
60,0,0,8,71,4.608369291,0,0,0,0,12,0,2,0,1,0,0,0,0
66,0,0,7,78,4.729196091,0,0,0,0,13,0,1,0,2,0,0,0,0
77,0,0,7,95,4.862016852,0,2,0,0,15,4,3,1,0,1,0,0,0
41,0,2,3,54,4.517314883,0,0,0,0,13,1,0,0,1,0,0,0,0
104,0,4,6,130,4.772003027,0,0,0,0,19,5,2,1,5,0,0,0,0
11,0,0,1,12,3.418295834,0,0,0,0,2,0,0,0,0,0,0,0,0
14,0,0,2,18,3.794653474,0,0,0,0,4,1,0,1,0,0,0,0,0
19,0,0,2,22,3.970573096,0,0,0,0,4,0,0,0,0,0,0,0,0
27,0,0,4,31,4.155651552,0,0,0,0,5,0,2,0,0,0,0,0,0
35,0,2,5,44,4.404741347,0,0,0,0,8,0,1,0,0,0,0,0,0
17,0,2,3,26,3.719294526,0,0,0,0,7,1,0,1,0,0,0,0,0
33,0,2,4,42,4.287403805,0,0,0,0,8,0,1,0,0,0,0,0,0
17,0,0,2,21,4.070656113,0,0,0,0,4,1,0,1,0,0,0,0,0
30,0,0,3,41,4.390442628,0,2,0,0,8,3,0,2,1,0,0,0,0
27,0,0,3,38,4.257098975,0,2,0,0,8,3,0,2,0,0,0,0,0
30,0,0,3,39,4.319979541,0,0,0,0,8,1,0,2,0,0,0,0,0
38,0,0,3,56,4.542915006,0,4,0,0,12,5,0,3,0,1,0,0,0
49,0,0,5,67,4.509097992,0,4,0,0,12,5,2,3,2,0,0,0,0
50,0,0,3,68,4.470873859,0,4,0,0,12,5,0,3,3,0,0,0,0
41,0,0,4,53,4.515379653,0,2,0,0,9,3,2,2,0,0,0,0,0
53,0,2,3,82,4.498740233,0,6,0,0,18,7,0,4,1,1,0,0,0
55,0,0,5,75,4.556952972,0,4,0,0,14,5,2,3,0,1,0,0,0
33,0,0,5,40,4.346439345,0,0,0,0,7,1,0,1,1,0,0,0,0
33,0,0,7,41,4.207277384,0,0,0,0,8,1,1,1,1,0,0,0,0
33,0,0,5,42,4.299075828,0,0,0,0,9,2,1,1,1,0,0,0,0
41,0,0,8,52,4.348444285,0,0,0,0,11,2,0,1,1,0,0,0,0
83,0,4,6,131,4.580534096,0,13,0,0,21,24,3,0,0,0,0,0,0
56,0,4,7,83,4.675046241,0,6,0,0,14,10,2,0,2,0,0,0,0
46,0,0,5,57,4.604133874,0,0,0,0,11,2,0,0,0,0,0,1,0
48,0,0,8,59,4.328565346,0,0,0,0,11,2,1,0,0,0,0,1,0
53,0,0,7,73,4.469976956,0,4,0,0,14,5,2,3,0,0,0,0,0
45,0,0,5,59,4.577226948,0,4,0,0,9,4,0,2,0,0,0,0,0
15,0,0,2,19,3.892407119,0,0,0,0,4,1,0,1,0,0,0,0,0
32,0,0,5,41,4.269035164,0,2,0,0,7,2,1,1,0,0,0,0,0
22,0,0,2,24,3.970175521,0,0,0,0,3,0,0,0,0,0,0,0,0
29,0,2,4,37,4.357837825,0,0,0,0,7,0,1,0,0,0,0,0,0
30,0,2,3,41,4.138039809,0,0,0,0,9,1,1,1,0,0,0,0,0
16,1,0,3,23,3.757925414,0,0,0,0,6,1,0,1,0,0,0,0,0
15,1,0,2,21,3.916126947,0,0,0,0,5,1,0,1,0,0,0,0,0
33,1,0,3,43,4.111629289,0,0,0,0,9,1,1,1,0,0,0,0,0
26,2,0,3,35,4.036006945,0,0,0,0,7,1,0,1,0,0,0,0,0
45,2,0,2,57,4.32563733,0,0,0,0,10,1,0,1,0,0,0,0,0
31,1,0,4,45,4.280090318,0,2,0,0,10,3,0,2,1,0,0,0,0
42,1,0,5,56,4.605851127,0,2,0,0,10,3,2,2,0,0,0,0,0
49,1,0,3,66,4.534564718,0,2,0,0,13,3,0,2,0,0,0,0,0
29,0,2,5,39,4.311043245,0,0,0,0,9,0,1,0,0,0,0,0,0
32,0,2,6,42,4.279105816,0,0,0,0,9,0,2,0,0,0,0,0,0
33,0,2,2,44,4.169547812,0,0,0,0,9,1,0,1,0,0,0,0,0
49,2,0,4,67,4.190647528,0,0,0,0,14,3,1,3,0,1,0,0,0
29,1,0,2,40,4.021928095,0,0,0,0,9,2,0,2,0,0,0,0,0
59,3,0,4,79,4.3324037,0,0,0,0,16,2,1,2,1,0,0,0,0
84,5,0,4,113,4.32572486,0,0,0,0,22,3,0,3,0,0,0,0,0
57,3,0,4,76,4.294790713,0,0,0,0,15,2,1,2,0,0,0,0,0
54,1,0,4,73,4.472154301,0,2,0,0,14,4,0,3,0,0,0,0,0
36,1,0,6,50,4.43326969,0,2,0,0,10,3,2,2,0,0,0,0,0
47,1,0,4,64,4.399943313,0,2,0,0,13,3,1,2,1,0,0,0,0
22,0,2,4,30,4.164735179,0,0,0,0,7,0,0,0,0,0,0,0,0
43,0,2,6,57,4.677200488,0,2,0,1,9,3,2,2,0,0,0,0,0
36,0,4,3,51,4.323236414,0,0,0,0,12,0,0,0,0,0,0,0,0
38,0,4,3,53,4.287950449,0,0,0,0,12,0,0,0,0,0,0,0,0
43,0,4,6,58,4.473180817,0,0,0,0,12,0,2,0,0,0,0,0,0
30,0,2,5,38,4.31345975,0,0,0,0,7,0,1,0,0,0,0,0,0
23,0,2,3,31,4.131300343,0,0,0,0,7,0,0,0,0,0,0,0,0
25,0,2,4,33,4.453188816,0,0,0,0,7,0,1,0,0,0,0,0,0
36,0,0,5,48,4.369034835,0,2,0,1,9,3,2,2,0,0,0,0,0
37,0,0,5,49,4.496936376,0,2,0,2,8,3,1,3,1,0,0,0,0
35,0,2,6,49,4.520635549,0,2,0,1,9,3,2,2,0,0,0,0,0
54,0,2,4,76,4.607362536,0,6,0,0,13,9,2,1,0,0,0,0,0
48,0,2,7,71,4.499627183,0,6,0,0,14,9,3,1,0,0,0,0,0
47,0,2,4,62,4.457519092,0,0,0,0,13,1,1,1,0,0,0,0,0
37,4,0,5,51,4.413978098,0,0,0,0,10,1,1,1,0,1,0,0,0
41,4,0,5,56,4.380742147,0,0,0,0,11,1,2,1,1,1,0,0,0
44,0,0,5,58,4.531503461,0,4,0,0,10,5,1,1,0,1,0,0,0
47,0,0,5,61,4.538348863,0,0,4,0,10,1,1,1,0,1,0,0,0
54,0,0,7,69,4.608525096,0,4,0,0,11,5,3,1,1,1,0,0,0
57,16,0,6,87,4.923920761,0,0,0,0,10,5,3,5,0,1,0,0,0
40,16,0,5,74,4.781202224,0,4,0,0,10,9,2,5,0,1,0,0,0
39,0,4,4,54,4.355563006,0,0,0,0,12,0,0,0,0,0,0,0,0
32,0,2,3,40,4.177567157,0,0,0,0,7,0,0,0,0,0,0,0,0
24,0,2,3,32,4.202819531,0,0,0,0,7,0,0,0,0,0,0,0,0
23,0,2,3,31,4.260332601,0,0,0,0,7,0,0,0,0,0,0,0,0
41,16,0,6,75,4.766277564,0,4,0,0,10,9,3,5,0,1,0,0,0
34,0,0,3,43,4.321386266,0,0,0,0,10,1,0,0,1,0,0,0,0
32,0,0,4,41,4.198777005,0,0,0,0,10,1,0,0,0,0,0,0,0
46,0,2,4,57,4.585180971,0,0,0,0,10,1,1,0,1,0,0,0,0
52,0,0,4,85,4.249344025,0,6,0,0,21,9,0,6,1,0,0,0,0
30,0,2,4,40,4.03418372,0,0,0,0,9,0,2,0,0,0,0,0,0
118,0,4,6,150,4.780867473,0,0,0,0,21,8,6,2,2,0,0,0,0
31,0,2,4,41,4.363530358,0,0,0,0,9,0,1,0,1,0,0,0,0
91,0,0,6,110,4.818311838,0,0,0,0,15,5,1,1,2,0,0,0,0
27,0,1,4,35,4.146243818,0,0,0,0,8,0,1,0,0,0,0,0,0
134,0,0,7,157,4.639433516,0,0,0,0,16,8,1,1,5,0,0,0,0
40,0,2,6,51,4.347937596,0,0,0,0,10,0,2,0,0,0,0,0,0
33,0,2,4,43,4.425810103,0,0,0,0,8,2,0,0,0,0,0,0,0
30,0,2,4,39,4.198059348,0,0,0,0,8,0,0,0,0,0,0,0,0
35,0,4,2,50,4.050588424,0,0,0,0,12,0,0,0,0,0,0,0,0
25,0,2,5,35,4.079143374,0,0,0,0,9,0,1,0,0,0,0,0,0
43,0,2,3,55,4.286108242,0,0,0,0,11,0,1,0,0,0,0,0,0
60,0,0,8,71,4.594560137,0,0,0,0,12,0,1,0,2,0,0,0,0
71,0,0,8,83,4.710714546,0,0,0,0,13,0,3,0,1,0,0,0,0
74,0,0,9,92,4.789803187,0,2,0,0,15,4,2,1,0,0,0,0,0
44,0,2,4,57,4.598877796,0,0,0,0,13,1,2,0,0,0,0,0,0
101,0,4,6,127,4.669972579,0,0,0,0,19,5,2,1,3,0,0,0,0
39,2,0,2,51,4.120297587,0,0,0,0,10,1,0,1,0,0,0,0,0
12,0,0,2,13,3.546593564,0,0,0,0,2,0,0,0,0,0,0,0,0
16,0,0,2,20,3.88418372,0,0,0,0,4,1,0,1,0,0,0,0,0
19,0,0,2,22,3.970573096,0,0,0,0,4,0,0,0,0,0,0,0,0
24,0,0,4,28,4.06610894,0,0,0,0,5,0,1,0,0,0,0,0,0
39,0,2,5,48,4.420042772,0,0,0,0,8,0,1,0,0,0,0,0,0
19,0,2,4,28,3.824862958,0,0,0,0,7,1,0,1,0,0,0,0,0
33,0,2,4,42,4.335022852,0,0,0,0,8,0,2,0,0,0,0,0,0
14,0,0,2,18,3.794653474,0,0,0,0,4,1,0,1,0,0,0,0,0
29,0,0,3,40,4.161768796,0,2,0,0,8,3,0,2,0,0,0,0,0
34,0,0,4,45,4.321385664,0,2,0,0,8,3,0,2,0,0,0,0,0
32,0,0,4,41,4.225689274,0,0,0,0,8,1,1,2,0,0,0,0,0
44,0,0,4,62,4.594221951,0,4,0,0,12,5,0,3,0,1,0,0,0
49,0,0,3,67,4.35984426,0,4,0,0,12,5,0,3,1,0,0,0,0
41,0,0,3,59,4.372926137,0,4,0,0,12,5,0,3,1,0,0,0,0
33,0,0,4,45,4.363966707,0,2,0,0,9,3,1,2,0,0,0,0,0
63,0,2,4,92,4.641198339,0,6,0,0,18,7,1,4,2,1,0,0,0
58,0,0,4,78,4.623996324,0,4,0,0,14,5,2,3,0,1,0,0,0
32,0,0,4,39,4.265544847,0,0,0,0,7,1,0,1,1,0,0,0,0
28,0,0,5,36,4.04752578,0,0,0,0,8,1,0,1,1,0,0,0,0
31,0,0,4,40,4.202655597,0,0,0,0,9,2,0,1,1,0,0,0,0
40,0,0,8,51,4.426368969,0,0,0,0,11,2,0,1,1,0,0,0,0
88,0,4,7,136,4.648851587,0,13,0,0,21,24,2,0,1,0,0,0,0
49,0,4,6,76,4.554047161,0,6,0,0,14,10,2,0,1,0,0,0,0
41,0,0,5,52,4.337096391,0,0,0,0,12,2,0,0,1,0,0,1,0
54,0,0,9,65,4.725386851,0,0,0,0,12,2,2,0,1,0,0,1,0
45,0,0,4,65,4.512537575,0,4,0,0,14,5,0,3,1,0,0,0,0
52,0,0,5,66,4.610618506,0,4,0,0,10,4,1,2,0,0,0,0,0
15,0,0,2,19,3.892407119,0,0,0,0,4,1,0,1,0,0,0,0,0
34,0,0,3,43,4.376976023,0,2,0,0,7,2,0,1,0,0,0,0,0
15,0,0,2,17,3.690116518,0,0,0,0,3,0,0,0,0,0,0,0,0
19,0,2,2,27,4.032303243,0,0,0,0,7,0,0,0,0,0,0,0,0
29,0,2,2,40,4.071928095,0,0,0,0,9,1,0,1,1,0,0,0,0
20,1,0,3,27,4.028604522,0,0,0,0,6,1,0,1,0,0,0,0,0
13,1,0,2,19,3.721611724,0,0,0,0,5,1,0,1,0,0,0,0,0
32,1,0,2,42,4.046381113,0,0,0,0,9,1,0,1,0,0,0,0,0
25,2,0,4,34,4.02085512,0,0,0,0,8,1,0,1,0,0,0,0,0
42,2,0,3,54,4.25195203,0,0,0,0,10,1,1,1,0,0,0,0,0
32,1,0,4,46,4.348798912,0,2,0,0,10,3,0,2,0,0,0,0,0
37,1,0,4,51,4.509989802,0,2,0,0,10,3,0,2,0,1,0,0,0
49,1,0,3,66,4.534564718,0,2,0,0,13,3,0,2,0,0,0,0,0
30,0,2,5,40,4.403055907,0,0,0,0,9,0,1,0,0,0,0,0,0
30,0,2,5,40,4.421928095,0,0,0,0,9,0,1,0,0,0,0,0,0
29,0,2,3,40,3.953055907,0,0,0,0,9,1,2,1,0,0,0,0,0
49,2,0,4,67,4.088337783,0,0,0,0,14,3,0,3,0,0,0,0,0
28,1,0,4,39,3.952068886,0,0,0,0,9,2,1,2,0,0,0,0,0
58,3,0,3,78,4.26311008,0,0,0,0,16,2,0,2,1,0,0,0,0
85,5,0,5,114,4.307685509,0,0,0,0,22,3,0,3,0,0,0,0,0
57,3,0,3,76,4.268474924,0,0,0,0,15,2,0,2,0,0,0,0,0
51,1,0,5,70,4.480855462,0,2,0,0,14,4,1,3,0,0,0,0,0
35,1,0,5,49,4.420233823,0,2,0,0,10,3,0,2,0,0,0,0,0
47,1,0,3,64,4.47423843,0,2,0,0,13,3,0,2,0,0,0,0,0
25,0,2,4,33,4.248495256,0,0,0,0,7,0,0,0,1,0,0,0,0
37,0,2,5,51,4.582040235,0,2,0,1,9,3,2,2,0,0,0,0,0
40,0,4,3,55,4.371113844,0,0,0,0,12,0,0,0,1,0,0,0,0
39,0,4,3,54,4.332505367,0,0,0,0,12,0,0,0,0,0,0,0,0
36,0,4,4,51,4.323236414,0,0,0,0,12,0,1,0,0,1,0,0,0
25,0,2,3,33,4.066677074,0,0,0,0,7,0,0,0,0,0,0,0,0
28,0,2,3,36,4.294653474,0,0,0,0,7,0,0,0,0,0,0,0,0
22,0,2,3,30,4.256564762,0,0,0,0,7,0,0,0,0,0,0,0,0
37,0,0,5,49,4.602268202,0,2,0,1,9,3,2,2,0,0,0,0,0
41,0,0,4,53,4.595542862,0,2,0,2,8,3,1,3,0,0,0,0,0
44,0,2,7,58,4.722217151,0,2,0,1,9,3,3,2,1,0,0,0,0
46,0,2,4,68,4.659914344,0,6,0,0,13,9,2,1,0,0,0,0,0
49,0,2,5,72,4.582372744,0,6,0,0,14,9,2,1,2,0,0,0,0
50,0,2,7,65,4.606381659,0,0,0,0,13,1,2,1,0,0,0,0,0
36,4,0,6,50,4.38514225,0,0,0,0,10,1,2,1,0,1,0,0,0
38,4,0,5,53,4.286778183,0,0,0,0,11,1,2,1,0,1,0,0,0
42,0,0,4,56,4.504931762,0,4,0,0,10,5,1,1,0,1,0,0,0
45,0,0,6,59,4.578648185,0,0,4,0,10,1,2,1,1,1,0,0,0
62,0,0,6,77,4.688865036,0,4,0,0,11,5,4,1,0,1,0,0,0
59,16,0,5,89,4.884284876,0,0,0,0,10,5,3,5,1,1,0,0,0
39,16,0,4,73,4.742008333,0,4,0,0,10,9,1,5,0,1,0,0,0
35,0,4,4,50,4.197487984,0,0,0,0,12,0,2,0,0,0,0,0,0
28,0,2,4,36,4.350209029,0,0,0,0,7,0,1,0,0,0,0,0,0
31,0,2,3,39,4.45810318,0,0,0,0,7,0,1,0,0,0,0,0,0
